client,reqID,url,elapsedTime,averageReqTime
client-1.rsx218-dox.cnam.fr,207,host109.domain250.rsx218-dox.cnam.fr,55.857006ms,57.222913ms
client-1.rsx218-dox.cnam.fr,208,host202.domain51.rsx218-dox.cnam.fr,55.957909ms,57.216827ms
client-1.rsx218-dox.cnam.fr,209,host166.domain51.rsx218-dox.cnam.fr,54.890296ms,57.205694ms
client-1.rsx218-dox.cnam.fr,210,host122.domain146.rsx218-dox.cnam.fr,56.778531ms,57.203657ms
client-1.rsx218-dox.cnam.fr,211,host29.domain11.rsx218-dox.cnam.fr,54.860172ms,57.192550ms
client-1.rsx218-dox.cnam.fr,212,host62.domain242.rsx218-dox.cnam.fr,55.830531ms,57.186123ms
client-1.rsx218-dox.cnam.fr,213,host196.domain84.rsx218-dox.cnam.fr,56.98026ms,57.185155ms
client-1.rsx218-dox.cnam.fr,214,host46.domain196.rsx218-dox.cnam.fr,55.816351ms,57.178757ms
client-1.rsx218-dox.cnam.fr,215,host16.domain109.rsx218-dox.cnam.fr,55.860554ms,57.172623ms
client-1.rsx218-dox.cnam.fr,216,host157.domain107.rsx218-dox.cnam.fr,56.861741ms,57.171181ms
client-1.rsx218-dox.cnam.fr,217,host78.domain192.rsx218-dox.cnam.fr,54.763499ms,57.160083ms
client-1.rsx218-dox.cnam.fr,218,host102.domain156.rsx218-dox.cnam.fr,56.42515ms,57.156711ms
client-1.rsx218-dox.cnam.fr,219,host62.domain79.rsx218-dox.cnam.fr,49.176294ms,57.120269ms
client-1.rsx218-dox.cnam.fr,220,host43.domain176.rsx218-dox.cnam.fr,55.279218ms,57.111900ms
client-1.rsx218-dox.cnam.fr,221,host107.domain58.rsx218-dox.cnam.fr,55.965163ms,57.106710ms
client-1.rsx218-dox.cnam.fr,222,host195.domain6.rsx218-dox.cnam.fr,58.569168ms,57.113297ms
client-1.rsx218-dox.cnam.fr,223,host43.domain20.rsx218-dox.cnam.fr,56.289069ms,57.109601ms
client-1.rsx218-dox.cnam.fr,224,host235.domain158.rsx218-dox.cnam.fr,56.528165ms,57.107004ms
client-1.rsx218-dox.cnam.fr,225,host18.domain28.rsx218-dox.cnam.fr,67.930313ms,57.155107ms
client-1.rsx218-dox.cnam.fr,226,host185.domain74.rsx218-dox.cnam.fr,62.820758ms,57.180173ms
client-1.rsx218-dox.cnam.fr,227,host5.domain170.rsx218-dox.cnam.fr,52.926955ms,57.161432ms
client-1.rsx218-dox.cnam.fr,228,host66.domain174.rsx218-dox.cnam.fr,57.957496ms,57.164921ms
client-1.rsx218-dox.cnam.fr,229,host194.domain249.rsx218-dox.cnam.fr,55.962413ms,57.159668ms
client-1.rsx218-dox.cnam.fr,230,host79.domain100.rsx218-dox.cnam.fr,60.569374ms,57.174491ms
client-1.rsx218-dox.cnam.fr,231,host147.domain44.rsx218-dox.cnam.fr,56.926602ms,57.173416ms
client-1.rsx218-dox.cnam.fr,232,host203.domain159.rsx218-dox.cnam.fr,54.764666ms,57.163030ms
client-1.rsx218-dox.cnam.fr,233,host236.domain187.rsx218-dox.cnam.fr,55.854767ms,57.157412ms
client-1.rsx218-dox.cnam.fr,234,host213.domain134.rsx218-dox.cnam.fr,55.75945ms,57.151436ms
client-1.rsx218-dox.cnam.fr,235,host236.domain250.rsx218-dox.cnam.fr,56.87439ms,57.150255ms
client-1.rsx218-dox.cnam.fr,236,host224.domain119.rsx218-dox.cnam.fr,58.709337ms,57.156860ms
client-1.rsx218-dox.cnam.fr,237,host201.domain133.rsx218-dox.cnam.fr,55.74924ms,57.150920ms
client-1.rsx218-dox.cnam.fr,238,host32.domain165.rsx218-dox.cnam.fr,55.85899ms,57.145487ms
client-1.rsx218-dox.cnam.fr,239,host200.domain36.rsx218-dox.cnam.fr,55.76528ms,57.139711ms
client-1.rsx218-dox.cnam.fr,240,host221.domain173.rsx218-dox.cnam.fr,55.017275ms,57.130867ms
client-1.rsx218-dox.cnam.fr,241,host211.domain169.rsx218-dox.cnam.fr,57.801269ms,57.133647ms
client-1.rsx218-dox.cnam.fr,242,host151.domain215.rsx218-dox.cnam.fr,54.988004ms,57.124781ms
client-1.rsx218-dox.cnam.fr,243,host144.domain26.rsx218-dox.cnam.fr,56.893686ms,57.123827ms
client-1.rsx218-dox.cnam.fr,244,host159.domain55.rsx218-dox.cnam.fr,55.847487ms,57.118594ms
